Gene,Annotation,st258_freq,st23_freq
group_2342,hypothetical protein,1.0,0.06666666666666667
doxA,Naphthalene 12-dioxygenase system ferredoxin component,1.0,0.06666666666666667
group_2222,hypothetical protein,1.0,0.06666666666666667
group_2188,hypothetical protein,1.0,0.06666666666666667
group_2169,hypothetical protein,1.0,0.06666666666666667
group_2166,hypothetical protein,1.0,0.06666666666666667
group_2138,hypothetical protein,1.0,0.06666666666666667
yiaW_1,Inner membrane protein YiaW,1.0,0.06666666666666667
group_2059,hypothetical protein,1.0,0.06666666666666667
group_2007,hypothetical protein,1.0,0.06666666666666667
group_1965,hypothetical protein,1.0,0.06666666666666667
klcA_1,Antirestriction protein KlcA,1.0,0.06666666666666667
group_1954,hypothetical protein,1.0,0.06666666666666667
group_1788,hypothetical protein,1.0,0.06666666666666667
group_1777,hypothetical protein,1.0,0.06666666666666667
yhcH,putative protein YhcH,1.0,0.06666666666666667
group_1713,hypothetical protein,1.0,0.06666666666666667
group_1704,IS3 family transposase IS1400,1.0,0.06666666666666667
hcpA_4,Major exported protein,1.0,0.06666666666666667
group_1600,hypothetical protein,1.0,0.06666666666666667
group_1549,hypothetical protein,1.0,0.06666666666666667
group_1429,hypothetical protein,1.0,0.06666666666666667
group_1428,hypothetical protein,1.0,0.06666666666666667
group_1396,hypothetical protein,1.0,0.06666666666666667
group_1346,hypothetical protein,1.0,0.06666666666666667
group_1317,hypothetical protein,1.0,0.06666666666666667
group_1221,hypothetical protein,1.0,0.06666666666666667
fabG_4,3-oxoacyl-[acyl-carrier-protein] reductase FabG,1.0,0.06666666666666667
group_1070,hypothetical protein,1.0,0.06666666666666667
group_1037,hypothetical protein,1.0,0.06666666666666667
pldht,Pyridoxal 4-dehydrogenase,1.0,0.06666666666666667
group_1012,hypothetical protein,1.0,0.06666666666666667
group_1006,hypothetical protein,1.0,0.06666666666666667
group_1004,hypothetical protein,1.0,0.06666666666666667
nadX,L-aspartate dehydrogenase,1.0,0.06666666666666667
menH_1,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,1.0,0.06666666666666667
group_969,hypothetical protein,1.0,0.06666666666666667
pcaR_1,Pca regulon regulatory protein,1.0,0.06666666666666667
baiA1,3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3,1.0,0.06666666666666667
group_934,hypothetical protein,1.0,0.06666666666666667
group_881,hypothetical protein,1.0,0.06666666666666667
group_863,hypothetical protein,1.0,0.06666666666666667
group_832,hypothetical protein,1.0,0.06666666666666667
group_821,hypothetical protein,1.0,0.06666666666666667
group_815,hypothetical protein,1.0,0.06666666666666667
group_808,hypothetical protein,1.0,0.06666666666666667
group_781,hypothetical protein,1.0,0.06666666666666667
group_737,hypothetical protein,1.0,0.06666666666666667
group_722,hypothetical protein,1.0,0.06666666666666667
group_701,hypothetical protein,1.0,0.06666666666666667
xerC_1,Tyrosine recombinase XerC,1.0,0.06666666666666667
rhaS_6,HTH-type transcriptional activator RhaS,1.0,0.06666666666666667
traC_1,DNA primase TraC,1.0,0.06666666666666667
group_601,hypothetical protein,1.0,0.06666666666666667
group_589,hypothetical protein,1.0,0.06666666666666667
group_526,hypothetical protein,1.0,0.06666666666666667
yibH_1,Inner membrane protein YibH,1.0,0.06666666666666667
group_440,hypothetical protein,1.0,0.06666666666666667
group_415,hypothetical protein,1.0,0.06666666666666667
group_414,hypothetical protein,1.0,0.06666666666666667
cmtAa,p-cumate 23-dioxygenase system ferredoxin--NAD(+) reductase component,1.0,0.06666666666666667
group_378,hypothetical protein,1.0,0.06666666666666667
lgoT_1,putative L-galactonate transporter,1.0,0.06666666666666667
sauU,putative sulfoacetate transporter SauU,1.0,0.06666666666666667
oprD,Porin D,1.0,0.06666666666666667
group_317,hypothetical protein,1.0,0.06666666666666667
group_300,hypothetical protein,1.0,0.06666666666666667
group_275,Replicative DNA helicase,1.0,0.06666666666666667
actP_1,Cation/acetate symporter ActP,1.0,0.06666666666666667
group_250,hypothetical protein,1.0,0.06666666666666667
betB_1,NAD/NADP-dependent betaine aldehyde dehydrogenase,1.0,0.06666666666666667
group_229,hypothetical protein,1.0,0.06666666666666667
group_216,hypothetical protein,1.0,0.06666666666666667
group_189,hypothetical protein,1.0,0.06666666666666667
ilvB_2,Acetolactate synthase isozyme 1 large subunit,1.0,0.06666666666666667
group_100,hypothetical protein,1.0,0.06666666666666667
group_4309,hypothetical protein,0.8,0.2
group_4306,hypothetical protein;IS1 family transposase ISKpn14;IS1 family transposase IS1X2,0.8,0.2
group_4239,hypothetical protein,0.9333333333333333,0.06666666666666667
group_4165,hypothetical protein,0.8,0.2
group_4115,hypothetical protein,0.9333333333333333,0.06666666666666667
group_4105,hypothetical protein,0.9333333333333333,0.06666666666666667
group_4062,hypothetical protein,0.8,0.2
tnpR~~~tnpR_1,Transposon Tn3 resolvase,0.8666666666666667,0.13333333333333333
group_3988,hypothetical protein,0.9333333333333333,0.06666666666666667
group_3981,hypothetical protein,0.9333333333333333,0.06666666666666667
group_3963,DNA-binding protein H-NS,1.0,0.0
group_3902,hypothetical protein,1.0,0.0
group_3786,hypothetical protein,1.0,0.0
group_3785,hypothetical protein,1.0,0.0
group_3759,putative protein,0.9333333333333333,0.06666666666666667
group_3755,hypothetical protein,1.0,0.0
group_3722,hypothetical protein;IS3 family transposase ISKpn18,0.9333333333333333,0.06666666666666667
sorA,PTS system sorbose-specific EIIC component,1.0,0.0
group_3701,hypothetical protein,1.0,0.0
group_3693,hypothetical protein,1.0,0.0
group_3634,hypothetical protein;IS3 family transposase ISKpn18,1.0,0.0
lgoT_3,putative L-galactonate transporter,1.0,0.0
group_3591,ISNCY family transposase ISBcen27,1.0,0.0
group_3587,hypothetical protein,1.0,0.0
group_3563,IS3 family transposase ISKpn18,1.0,0.0
sorM,PTS system sorbose-specific EIID component,1.0,0.0
tdh_2,L-threonine 3-dehydrogenase;D-arabitol-phosphate dehydrogenase,1.0,0.0
group_3553,hypothetical protein,1.0,0.0
citC,[Citrate [pro-3S]-lyase] ligase,1.0,0.0
group_3347,hypothetical protein,0.8,0.2
group_3322,hypothetical protein,1.0,0.0
group_3321,hypothetical protein,1.0,0.0
group_3320,hypothetical protein,1.0,0.0
group_3319,hypothetical protein,1.0,0.0
group_3302,IS3 family transposase ISKpn18,0.9333333333333333,0.06666666666666667
group_3285,IS3 family transposase ISKpn1,0.8666666666666667,0.13333333333333333
group_3276,IS5 family transposase ISKpn26,1.0,0.0
group_3270,IS5 family transposase ISKpn26,1.0,0.0
group_3269,IS5 family transposase ISKpn26,1.0,0.0
group_3005,hypothetical protein,1.0,0.0
group_2960,hypothetical protein,1.0,0.0
group_2910,hypothetical protein,1.0,0.0
group_2889,hypothetical protein,1.0,0.0
group_2888,hypothetical protein,1.0,0.0
group_2855,hypothetical protein,1.0,0.0
group_2721,hypothetical protein,1.0,0.0
group_2720,hypothetical protein,1.0,0.0
group_2668,hypothetical protein,0.9333333333333333,0.06666666666666667
group_2634,hypothetical protein,1.0,0.0
tnpR_3,Transposon Tn3 resolvase,0.9333333333333333,0.06666666666666667
group_2531,hypothetical protein,1.0,0.0
group_2529,hypothetical protein,1.0,0.0
group_2528,hypothetical protein,1.0,0.0
group_2480,hypothetical protein,1.0,0.0
group_2443,hypothetical protein,1.0,0.0
citD,Citrate lyase acyl carrier protein,1.0,0.0
group_2373,hypothetical protein,1.0,0.0
group_2343,hypothetical protein,1.0,0.0
group_2311,hypothetical protein,1.0,0.0
group_2263,hypothetical protein,1.0,0.0
group_2208,hypothetical protein,1.0,0.0
group_2207,hypothetical protein,1.0,0.0
group_2125,hypothetical protein,1.0,0.0
group_2081,hypothetical protein,1.0,0.0
group_2069,hypothetical protein,1.0,0.0
group_2061,hypothetical protein,0.9333333333333333,0.06666666666666667
group_2033,hypothetical protein,1.0,0.0
group_1980,hypothetical protein,1.0,0.0
sorF,PTS system sorbose-specific EIIA component,1.0,0.0
group_1886,hypothetical protein,1.0,0.0
group_1814,hypothetical protein,1.0,0.0
group_1688,hypothetical protein,1.0,0.0
sorB_3,PTS system sorbose-specific EIIB component,1.0,0.0
group_1632,hypothetical protein,0.8,0.2
group_1619,hypothetical protein,1.0,0.0
group_1618,hypothetical protein,1.0,0.0
group_1607,hypothetical protein,1.0,0.0
group_1599,hypothetical protein,1.0,0.0
group_1550,hypothetical protein,0.9333333333333333,0.06666666666666667
group_1533,hypothetical protein,1.0,0.0
group_1499,hypothetical protein,1.0,0.0
group_1460,hypothetical protein,1.0,0.0
group_1438,hypothetical protein,1.0,0.0
group_1437,hypothetical protein,1.0,0.0
ecpA_1,Common pilus major fimbrillin subunit EcpA,1.0,0.0
group_1375,hypothetical protein,1.0,0.0
group_1370,hypothetical protein,1.0,0.0
group_1318,hypothetical protein,1.0,0.0
group_1276,hypothetical protein,1.0,0.0
azoR1,FMN-dependent NADH-azoreductase 1,1.0,0.0
group_1211,hypothetical protein,1.0,0.0
ecpB_1,putative fimbrial chaperone EcpB,1.0,0.0
ecpE_1,putative fimbrial chaperone EcpE,1.0,0.0
citB_2,Transcriptional regulatory protein CitB,1.0,0.0
group_1107,hypothetical protein,1.0,0.0
yurK,putative HTH-type transcriptional regulator YurK,1.0,0.0
group_1041,hypothetical protein,1.0,0.0
group_1040,hypothetical protein,1.0,0.0
ydjF_2,putative HTH-type transcriptional regulator YdjF,1.0,0.0
group_968,hypothetical protein,1.0,0.0
group_948,hypothetical protein,1.0,0.0
bacC,Dihydroanticapsin 7-dehydrogenase,1.0,0.0
sdhL,Shikimate dehydrogenase-like protein,1.0,0.0
rhaS_5,HTH-type transcriptional activator RhaS,1.0,0.0
frlD,Fructosamine kinase FrlD,1.0,0.0
ydjI,putative protein YdjI,1.0,0.0
group_872,hypothetical protein,1.0,0.0
citE,Citrate lyase subunit beta,1.0,0.0
citG_2,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,1.0,0.0
lgoR,putative HTH-type transcriptional regulator LgoR,1.0,0.0
group_718,HTH-type transcriptional activator RhaS,0.9333333333333333,0.06666666666666667
group_700,hypothetical protein,1.0,0.0
ydjH_1,putative sugar kinase YdjH,1.0,0.0
soj,Sporulation initiation inhibitor protein Soj,1.0,0.0
group_679,Sorbitol operon regulator,1.0,0.0
group_678,hypothetical protein,1.0,0.0
frlB_3,Fructosamine deglycase FrlB,1.0,0.0
ydjG,NADH-specific methylglyoxal reductase,1.0,0.0
lgoD,L-galactonate-5-dehydrogenase,1.0,0.0
ydjJ,putative zinc-type alcohol dehydrogenase-like protein YdjJ,1.0,0.0
cdhR_1,HTH-type transcriptional regulator CdhR,1.0,0.0
group_510,hypothetical protein,1.0,0.0
group_465,hypothetical protein,0.9333333333333333,0.06666666666666667
intS,Prophage integrase IntS,1.0,0.0
intA_1,Prophage integrase IntA,1.0,0.0
yggP,Mannitol-1-phosphate 5-dehydrogenase,1.0,0.0
group_357,hypothetical protein,1.0,0.0
intA_5,Prophage integrase IntA,1.0,0.0
group_324,hypothetical protein,1.0,0.0
citS,Citrate-sodium symporter,1.0,0.0
group_284,hypothetical protein,1.0,0.0
ydjE_2,Inner membrane metabolite transport protein YdjE,1.0,0.0
group_276,hypothetical protein,0.9333333333333333,0.06666666666666667
ydjE_3,Inner membrane metabolite transport protein YdjE,1.0,0.0
xylP,Isoprimeverose transporter,1.0,0.0
group_252,hypothetical protein,1.0,0.0
uxaB_2,Altronate oxidoreductase,1.0,0.0
citF,Citrate lyase alpha chain,1.0,0.0
ade,Adenine deaminase,1.0,0.0
group_199,hypothetical protein,1.0,0.0
scrY_2,Sucrose porin,1.0,0.0
ecpD_1,Fimbria adhesin EcpD,1.0,0.0
group_171,hypothetical protein,1.0,0.0
citA_2,Sensor histidine kinase CitA,1.0,0.0
group_96,hypothetical protein,1.0,0.0
ecpC_1,putative outer membrane usher protein EcpC,1.0,0.0
group_4237,hypothetical protein,0.8,0.13333333333333333
vapC_1~~~vapC_2,tRNA(fMet)-specific endonuclease VapC,0.8,0.13333333333333333
group_4069,IS481 family transposase ISKpn28,0.8,0.13333333333333333
group_4029,hypothetical protein,0.8,0.13333333333333333
group_4015,hypothetical protein,0.8,0.13333333333333333
group_3970,hypothetical protein,0.9333333333333333,0.0
group_3950,hypothetical protein,0.8,0.13333333333333333
group_3852,hypothetical protein;IS6 family transposase IS26,0.8,0.13333333333333333
group_3781,hypothetical protein,0.9333333333333333,0.0
intA_3,hypothetical protein;Prophage integrase IntA,0.9333333333333333,0.0
group_3649,hypothetical protein,0.9333333333333333,0.0
group_3611,hypothetical protein,0.9333333333333333,0.0
group_3346,IS1 family transposase IS1X2,0.8,0.13333333333333333
group_3315,hypothetical protein,0.8,0.13333333333333333
group_3303,hypothetical protein,0.9333333333333333,0.0
group_3297,hypothetical protein,0.9333333333333333,0.0
group_3277,IS5 family transposase ISKpn26,0.9333333333333333,0.0
group_3020,hypothetical protein,0.9333333333333333,0.0
group_3007,hypothetical protein,0.9333333333333333,0.0
group_2993,hypothetical protein,0.9333333333333333,0.0
group_2923,hypothetical protein,0.9333333333333333,0.0
group_2912,hypothetical protein,0.9333333333333333,0.0
group_2891,hypothetical protein,0.9333333333333333,0.0
group_2878,hypothetical protein,0.9333333333333333,0.0
group_2868,hypothetical protein,0.9333333333333333,0.0
group_2804,hypothetical protein,0.9333333333333333,0.0
group_2794,hypothetical protein,0.9333333333333333,0.0
group_2744,hypothetical protein,0.9333333333333333,0.0
group_2635,hypothetical protein,0.9333333333333333,0.0
dinI_1,DNA damage-inducible protein I,0.9333333333333333,0.0
group_2465,hypothetical protein,0.9333333333333333,0.0
group_2447,hypothetical protein,0.9333333333333333,0.0
group_2415,hypothetical protein,0.9333333333333333,0.0
group_2365,hypothetical protein,0.9333333333333333,0.0
group_2265,hypothetical protein,0.9333333333333333,0.0
group_2190,hypothetical protein,0.9333333333333333,0.0
group_2141,hypothetical protein,0.9333333333333333,0.0
group_2127,hypothetical protein,0.9333333333333333,0.0
group_2086,hypothetical protein,0.9333333333333333,0.0
group_2010,hypothetical protein,0.9333333333333333,0.0
group_1901,hypothetical protein,0.9333333333333333,0.0
group_1884,hypothetical protein,0.9333333333333333,0.0
group_1844,hypothetical protein,0.9333333333333333,0.0
group_1832,hypothetical protein,0.9333333333333333,0.0
group_1716,hypothetical protein,0.9333333333333333,0.0
group_1702,hypothetical protein,0.9333333333333333,0.0
group_1657,hypothetical protein,0.9333333333333333,0.0
group_1651,hypothetical protein,0.9333333333333333,0.0
group_1620,hypothetical protein,0.9333333333333333,0.0
rrrD_1,Lysozyme RrrD,0.9333333333333333,0.0
group_1436,hypothetical protein,0.9333333333333333,0.0
group_1364,hypothetical protein,0.9333333333333333,0.0
bin3_2,Putative transposon Tn552 DNA-invertase bin3,0.8666666666666667,0.06666666666666667
group_1222,hypothetical protein,0.9333333333333333,0.0
group_1184,putative HTH-type transcriptional regulator,0.9333333333333333,0.0
group_1019,hypothetical protein,0.9333333333333333,0.0
group_982,hypothetical protein,0.9333333333333333,0.0
group_964,hypothetical protein,0.9333333333333333,0.0
group_889,hypothetical protein,0.9333333333333333,0.0
group_865,hypothetical protein,0.8,0.13333333333333333
dmlR_12,HTH-type transcriptional regulator DmlR,0.9333333333333333,0.0
group_702,hypothetical protein,0.9333333333333333,0.0
group_664,hypothetical protein,0.9333333333333333,0.0
group_590,hypothetical protein,0.9333333333333333,0.0
group_433,hypothetical protein,0.9333333333333333,0.0
group_396,hypothetical protein,0.9333333333333333,0.0
group_390,hypothetical protein,0.9333333333333333,0.0
group_258,putative protein,0.9333333333333333,0.0
group_235,hypothetical protein,0.9333333333333333,0.0
group_172,hypothetical protein,0.9333333333333333,0.0
group_110,hypothetical protein,0.9333333333333333,0.0
group_4302,hypothetical protein,0.8,0.06666666666666667
group_4297,hypothetical protein,0.8,0.06666666666666667
group_4294,hypothetical protein,0.8,0.06666666666666667
group_4289,Putative tyrosine-protein kinase in cps region,0.8,0.06666666666666667
group_4267,hypothetical protein,0.8,0.06666666666666667
group_4067,hypothetical protein,0.8,0.06666666666666667
group_3995,hypothetical protein,0.8,0.06666666666666667
group_3894,hypothetical protein,0.8,0.06666666666666667
group_3833,IS1 family transposase IS1X2,0.8,0.06666666666666667
bla_3~~~bla_4,Beta-lactamase OXA-18,0.8,0.06666666666666667
group_3739,hypothetical protein,0.8,0.06666666666666667
dam_4~~~dam_2,DNA adenine methylase,0.8666666666666667,0.0
group_3318,hypothetical protein,0.8,0.06666666666666667
group_3316,hypothetical protein,0.8,0.06666666666666667
group_3281,IS481 family transposase ISKpn28,0.8,0.06666666666666667
group_3278,IS5 family transposase ISKpn26,0.8666666666666667,0.0
group_3275,IS5 family transposase ISKpn26,0.8666666666666667,0.0
group_2994,hypothetical protein,0.8,0.06666666666666667
group_2961,hypothetical protein,0.8,0.06666666666666667
group_2955,hypothetical protein,0.8666666666666667,0.0
group_2914,hypothetical protein,0.8666666666666667,0.0
group_2858,hypothetical protein,0.8666666666666667,0.0
group_2837,hypothetical protein,0.8666666666666667,0.0
group_2836,hypothetical protein,0.8666666666666667,0.0
group_2786,hypothetical protein,0.8666666666666667,0.0
group_2783,hypothetical protein,0.8,0.06666666666666667
group_2764,hypothetical protein,0.8666666666666667,0.0
group_2746,hypothetical protein,0.8666666666666667,0.0
ybiI_2,putative protein YbiI,0.8666666666666667,0.0
group_2700,hypothetical protein,0.8,0.06666666666666667
group_2687,hypothetical protein,0.8666666666666667,0.0
group_2686,hypothetical protein,0.8666666666666667,0.0
group_2685,hypothetical protein,0.8,0.06666666666666667
group_2419,hypothetical protein,0.8666666666666667,0.0
group_2378,hypothetical protein,0.8666666666666667,0.0
group_2191,hypothetical protein,0.8666666666666667,0.0
group_2116,hypothetical protein,0.8,0.06666666666666667
group_2103,hypothetical protein,0.8666666666666667,0.0
group_2023,hypothetical protein,0.8666666666666667,0.0
group_1996,hypothetical protein,0.8666666666666667,0.0
group_1894,hypothetical protein,0.8,0.06666666666666667
klcA_2,Antirestriction protein KlcA,0.8,0.06666666666666667
group_1887,Protein UmuD,0.8,0.06666666666666667
group_1861,hypothetical protein,0.8666666666666667,0.0
group_1810,hypothetical protein,0.8666666666666667,0.0
group_1749,hypothetical protein,0.8666666666666667,0.0
group_1720,hypothetical protein,0.8666666666666667,0.0
group_1678,hypothetical protein,0.8666666666666667,0.0
group_1611,hypothetical protein,0.8666666666666667,0.0
group_1610,hypothetical protein,0.8666666666666667,0.0
group_1590,hypothetical protein,0.8666666666666667,0.0
group_1534,hypothetical protein,0.8,0.06666666666666667
group_1424,hypothetical protein,0.8666666666666667,0.0
group_1366,hypothetical protein,0.8666666666666667,0.0
group_1277,hypothetical protein,0.8,0.06666666666666667
group_1258,hypothetical protein,0.8,0.06666666666666667
group_1236,hypothetical protein,0.8666666666666667,0.0
group_1162,hypothetical protein,0.8666666666666667,0.0
group_1141,hypothetical protein,0.8,0.06666666666666667
group_1135,hypothetical protein,0.8666666666666667,0.0
group_1053,hypothetical protein,0.8666666666666667,0.0
group_970,hypothetical protein,0.8,0.06666666666666667
group_883,hypothetical protein,0.8666666666666667,0.0
group_752,hypothetical protein,0.8666666666666667,0.0
group_710,hypothetical protein,0.8666666666666667,0.0
group_696,hypothetical protein,0.8666666666666667,0.0
group_587,hypothetical protein,0.8666666666666667,0.0
xerC_3,Tyrosine recombinase XerC,0.8666666666666667,0.0
group_536,hypothetical protein,0.8666666666666667,0.0
group_513,hypothetical protein,0.8666666666666667,0.0
group_484,hypothetical protein,0.8666666666666667,0.0
gpFI_1,Putative prophage major tail sheath protein,0.8666666666666667,0.0
group_335,Protein UmuC,0.8,0.06666666666666667
dnaB_2,Replicative DNA helicase,0.8,0.06666666666666667
group_158,hypothetical protein,0.8666666666666667,0.0
group_150,hypothetical protein,0.8666666666666667,0.0
group_69,hypothetical protein,0.8666666666666667,0.0
group_50,hypothetical protein,0.8666666666666667,0.0
group_33,hypothetical protein,0.8666666666666667,0.0
group_4087,hypothetical protein,0.8,0.0
group_4061,hypothetical protein,0.8,0.0
group_3706,ISNCY family transposase ISLad2,0.8,0.0
group_3604,hypothetical protein,0.8,0.0
pdeB_2,hypothetical protein;putative cyclic di-GMP phosphodiesterase PdeB,0.8,0.0
group_3324,hypothetical protein,0.8,0.0
group_3314,hypothetical protein,0.8,0.0
group_3313,hypothetical protein,0.8,0.0
group_3304,hypothetical protein,0.8,0.0
group_3089,hypothetical protein,0.8,0.0
group_3080,hypothetical protein,0.8,0.0
group_3041,hypothetical protein,0.8,0.0
group_2982,hypothetical protein,0.8,0.0
group_2953,hypothetical protein,0.8,0.0
group_2869,hypothetical protein,0.8,0.0
group_2805,hypothetical protein,0.8,0.0
group_2762,hypothetical protein,0.8,0.0
group_2552,hypothetical protein,0.8,0.0
group_2448,IS200/IS605 family transposase IS609,0.8,0.0
group_2396,hypothetical protein,0.8,0.0
group_2354,IS3 family transposase ISKpn38,0.8,0.0
group_2235,hypothetical protein,0.8,0.0
group_1969,IS3 family transposase ISEcl1,0.8,0.0
group_1939,ISL3 family transposase ISKpn25,0.8,0.0
group_1875,hypothetical protein,0.8,0.0
group_1747,hypothetical protein,0.8,0.0
group_1718,hypothetical protein,0.8,0.0
group_1622,hypothetical protein,0.8,0.0
group_1551,hypothetical protein,0.8,0.0
rrrD_2,Lysozyme RrrD,0.8,0.0
group_1430,hypothetical protein,0.8,0.0
group_1357,hypothetical protein,0.8,0.0
group_1241,hypothetical protein,0.8,0.0
group_1065,IS3 family transposase ISKpn38,0.8,0.0
group_991,hypothetical protein,0.8,0.0
group_870,hypothetical protein,0.8,0.0
group_846,IS200/IS605 family transposase IS609,0.8,0.0
group_800,IS3 family transposase ISEcl1,0.8,0.0
group_693,hypothetical protein,0.8,0.0
htpX_2,Protease HtpX,0.8,0.0
group_494,hypothetical protein,0.8,0.0
group_473,Tn3 family transposase ISSba14,0.8,0.0
xerD_2,Tyrosine recombinase XerD,0.8,0.0
group_327,hypothetical protein,0.8,0.0
group_111,Glycine betaine transporter,0.8,0.0
clpC,ATP-dependent Clp protease ATP-binding subunit ClpC,0.8,0.0
